204664	204723	204781	204840	204899	204957	205016	205075	205133	205192	205251	205309	205368	205427	205485	205544	205603	205661	205720	205779	205837	205896	205955	206013	206072	206131	206189	206248	206307	206365	206424	206483	206541	206600	206659	206717	206776	206835	206893	206952	207011	207069	207128	207187	207245	207304	207363	207421	207480	207539	207597	207656	207715	207773	207832	207891	207949	208008	208067	208125	208184	208243	208301	208360	208419	208477	208536	208595	208653	208712	208771	208829	208888	208947	209005	209064	209123	209181	209240	209299	209357	209416	209475	209533	209592	209651	209709	209768	209827	209885	209944	210003	210061	210120	210179	210237	210296	210355	210413	210472

-------------------------------------------------------------------
2.92486E-3	2.95806E-3	3.01189E-3	3.07291E-3	3.11829E-3	3.18586E-3	3.26500E-3	3.34691E-3	3.42981E-3	3.49679E-3	3.60819E-3	3.71147E-3	3.82774E-3	3.94244E-3	4.02821E-3	4.16289E-3	4.28700E-3	4.42933E-3	4.62763E-3	4.78001E-3	4.90108E-3	5.09616E-3	5.27480E-3	5.45760E-3	5.69128E-3	5.96625E-3	6.19921E-3	6.52334E-3	6.73280E-3	6.97991E-3	7.29799E-3	7.63459E-3	8.00616E-3	8.34485E-3	8.76248E-3	9.18864E-3	9.61182E-3	1.00969E-2	1.04597E-2	1.07878E-2	1.08984E-2	1.08053E-2	1.06522E-2	1.05586E-2	1.04451E-2	1.02523E-2	1.00238E-2	9.84506E-3	9.67896E-3	9.36593E-3	9.11007E-3	8.85198E-3	8.55745E-3	8.25045E-3	7.92116E-3	7.61853E-3	7.29988E-3	7.00196E-3	6.72937E-3	6.45060E-3	6.14659E-3	5.92618E-3	5.68960E-3	5.45651E-3	5.25390E-3	5.05317E-3	4.89251E-3	4.70170E-3	4.54083E-3	4.37059E-3	4.26395E-3	4.12282E-3	4.01243E-3	3.86332E-3	3.76045E-3	3.64928E-3	3.56881E-3	3.47986E-3	3.40790E-3	3.32286E-3	3.23084E-3	3.15039E-3	3.10293E-3	3.03368E-3	2.96647E-3	2.92546E-3	2.86077E-3	2.82028E-3	2.72870E-3	2.68577E-3	2.67226E-3	2.64246E-3	2.59765E-3	2.58083E-3	2.53151E-3	2.49413E-3	2.46413E-3	2.42235E-3	2.39326E-3	2.37821E-3
2.94320E-3	2.96207E-3	3.01594E-3	3.09432E-3	3.13715E-3	3.17755E-3	3.26248E-3	3.36172E-3	3.43236E-3	3.52346E-3	3.61683E-3	3.71463E-3	3.81181E-3	3.92746E-3	4.04305E-3	4.16644E-3	4.27982E-3	4.43613E-3	4.57917E-3	4.74883E-3	4.92033E-3	5.09369E-3	5.26943E-3	5.48010E-3	5.70606E-3	5.98986E-3	6.21870E-3	6.43868E-3	6.71325E-3	7.02169E-3	7.35593E-3	7.65761E-3	8.06159E-3	8.39708E-3	8.75778E-3	9.23948E-3	9.67143E-3	1.01175E-2	1.04761E-2	1.08205E-2	1.09248E-2	1.08061E-2	1.06339E-2	1.06698E-2	1.04449E-2	1.01914E-2	1.00528E-2	9.83385E-3	9.56851E-3	9.33924E-3	9.10741E-3	8.84237E-3	8.56539E-3	8.23962E-3	7.88817E-3	7.59597E-3	7.27250E-3	6.97946E-3	6.71952E-3	6.42988E-3	6.15122E-3	5.89902E-3	5.67267E-3	5.43205E-3	5.22437E-3	5.04584E-3	4.88249E-3	4.68167E-3	4.52792E-3	4.37202E-3	4.23517E-3	4.10753E-3	4.00583E-3	3.83812E-3	3.74322E-3	3.64565E-3	3.56021E-3	3.45332E-3	3.37141E-3	3.28895E-3	3.21899E-3	3.14416E-3	3.08484E-3	3.00699E-3	2.96387E-3	2.90306E-3	2.85017E-3	2.80694E-3	2.74432E-3	2.70985E-3	2.68201E-3	2.62804E-3	2.59010E-3	2.54852E-3	2.53419E-3	2.49190E-3	2.47346E-3	2.43983E-3	2.39503E-3	2.38984E-3
2.94482E-3	2.96162E-3	3.03114E-3	3.06412E-3	3.12933E-3	3.19054E-3	3.28572E-3	3.35682E-3	3.43604E-3	3.51488E-3	3.62374E-3	3.71837E-3	3.81320E-3	3.92967E-3	4.09953E-3	4.17840E-3	4.28985E-3	4.47744E-3	4.61899E-3	4.76717E-3	4.93411E-3	5.12596E-3	5.32238E-3	5.49535E-3	5.72693E-3	5.95845E-3	6.20670E-3	6.47125E-3	6.73444E-3	7.03010E-3	7.37524E-3	7.69851E-3	8.05925E-3	8.43794E-3	8.79876E-3	9.25952E-3	9.71096E-3	1.01863E-2	1.05360E-2	1.08002E-2	1.08943E-2	1.08497E-2	1.06273E-2	1.04867E-2	1.03815E-2	1.02144E-2	1.00677E-2	9.84201E-3	9.58848E-3	9.34416E-3	9.09600E-3	8.86055E-3	8.55162E-3	8.23181E-3	7.87338E-3	7.58573E-3	7.25898E-3	6.96804E-3	6.65838E-3	6.39056E-3	6.14823E-3	5.88924E-3	5.61957E-3	5.38175E-3	5.19131E-3	4.98250E-3	4.84035E-3	4.62517E-3	4.47745E-3	4.34477E-3	4.21179E-3	4.05702E-3	3.95721E-3	3.83244E-3	3.70239E-3	3.64465E-3	3.51756E-3	3.44243E-3	3.35219E-3	3.27197E-3	3.19762E-3	3.15385E-3	3.04900E-3	3.00218E-3	2.96596E-3	2.88808E-3	2.83373E-3	2.79328E-3	2.76338E-3	2.71593E-3	2.65680E-3	2.61145E-3	2.57406E-3	2.54425E-3	2.51310E-3	2.48371E-3	2.45147E-3	2.43365E-3	2.38165E-3	2.36711E-3
2.95197E-3	2.96961E-3	3.01473E-3	3.07587E-3	3.13828E-3	3.18843E-3	3.27353E-3	3.35768E-3	3.42991E-3	3.53215E-3	3.61796E-3	3.71515E-3	3.82512E-3	3.92473E-3	4.04012E-3	4.19533E-3	4.31492E-3	4.45260E-3	4.59815E-3	4.76044E-3	4.95942E-3	5.13469E-3	5.29896E-3	5.51938E-3	5.73879E-3	5.97200E-3	6.23577E-3	6.48565E-3	6.72487E-3	7.03633E-3	7.35658E-3	7.70250E-3	8.05015E-3	8.41169E-3	8.85074E-3	9.30596E-3	9.79162E-3	1.01986E-2	1.05150E-2	1.08100E-2	1.08954E-2	1.07998E-2	1.06039E-2	1.05359E-2	1.03903E-2	1.01743E-2	1.00392E-2	9.85927E-3	9.59469E-3	9.32103E-3	9.08443E-3	8.81783E-3	8.52977E-3	8.16453E-3	7.83407E-3	7.50217E-3	7.19831E-3	6.91176E-3	6.65332E-3	6.36673E-3	6.09596E-3	5.84139E-3	5.58515E-3	5.34105E-3	5.13641E-3	4.94891E-3	4.78893E-3	4.61232E-3	4.45607E-3	4.32458E-3	4.13829E-3	4.03078E-3	3.91641E-3	3.80828E-3	3.69690E-3	3.61120E-3	3.49500E-3	3.42964E-3	3.34007E-3	3.25302E-3	3.19442E-3	3.10933E-3	3.05786E-3	2.96234E-3	2.92108E-3	2.88499E-3	2.82363E-3	2.78680E-3	2.74985E-3	2.71087E-3	2.66223E-3	2.61800E-3	2.56382E-3	2.53664E-3	2.52274E-3	2.48970E-3	2.44949E-3	2.42335E-3	2.38224E-3	2.34432E-3
2.90264E-3	2.95507E-3	3.00447E-3	3.06121E-3	3.12263E-3	3.18614E-3	3.26353E-3	3.33692E-3	3.43395E-3	3.51491E-3	3.62420E-3	3.72479E-3	3.81299E-3	3.98670E-3	4.07812E-3	4.18603E-3	4.29946E-3	4.46634E-3	4.63841E-3	4.76632E-3	4.94637E-3	5.13995E-3	5.29894E-3	5.52604E-3	5.73290E-3	5.96930E-3	6.21599E-3	6.51454E-3	6.77665E-3	7.07547E-3	7.39126E-3	7.73250E-3	8.08033E-3	8.48776E-3	8.92654E-3	9.35579E-3	9.77976E-3	1.02115E-2	1.05536E-2	1.07955E-2	1.08538E-2	1.07286E-2	1.05697E-2	1.04518E-2	1.03324E-2	1.01708E-2	1.00122E-2	9.77900E-3	9.54733E-3	9.33321E-3	9.09072E-3	8.81105E-3	8.58247E-3	8.20398E-3	7.81114E-3	7.47598E-3	7.17800E-3	6.87257E-3	6.58689E-3	6.29691E-3	6.02963E-3	5.77817E-3	5.52402E-3	5.30272E-3	5.11522E-3	4.92295E-3	4.73447E-3	4.59531E-3	4.42043E-3	4.28800E-3	4.14433E-3	4.02622E-3	3.90331E-3	3.77520E-3	3.66656E-3	3.57113E-3	3.47728E-3	3.40941E-3	3.30970E-3	3.23216E-3	3.15290E-3	3.07085E-3	3.03357E-3	2.97683E-3	2.92293E-3	2.85716E-3	2.81428E-3	2.78721E-3	2.73276E-3	2.66466E-3	2.63643E-3	2.60177E-3	2.56684E-3	2.52604E-3	2.51728E-3	2.45692E-3	2.43905E-3	2.42150E-3	2.35975E-3	2.33963E-3
2.93807E-3	2.96538E-3	3.01392E-3	3.08603E-3	3.11140E-3	3.20303E-3	3.28467E-3	3.34911E-3	3.43424E-3	3.50226E-3	3.62654E-3	3.73005E-3	3.82397E-3	3.92140E-3	4.04477E-3	4.18296E-3	4.30269E-3	4.46602E-3	4.61267E-3	4.78915E-3	4.98347E-3	5.15856E-3	5.33497E-3	5.52806E-3	5.75589E-3	6.00808E-3	6.25018E-3	6.49698E-3	6.77800E-3	7.09291E-3	7.40930E-3	7.72829E-3	8.07909E-3	8.51001E-3	8.96235E-3	9.36268E-3	9.78568E-3	1.02364E-2	1.06034E-2	1.08333E-2	1.08831E-2	1.07366E-2	1.05381E-2	1.04875E-2	1.03760E-2	1.02216E-2	1.00220E-2	9.75290E-3	9.55243E-3	9.30052E-3	9.05980E-3	8.79473E-3	8.49624E-3	8.17496E-3	7.80959E-3	7.43789E-3	7.09813E-3	6.84502E-3	6.53091E-3	6.27547E-3	5.99154E-3	5.73640E-3	5.52582E-3	5.29418E-3	5.09588E-3	4.88713E-3	4.72215E-3	4.55057E-3	4.40832E-3	4.24476E-3	4.11922E-3	3.98868E-3	3.87098E-3	3.79485E-3	3.68428E-3	3.53984E-3	3.46161E-3	3.36904E-3	3.29462E-3	3.21863E-3	3.15993E-3	3.08443E-3	3.01669E-3	2.96183E-3	2.89768E-3	2.84999E-3	2.81965E-3	2.74321E-3	2.70632E-3	2.66919E-3	2.64037E-3	2.58096E-3	2.56121E-3	2.53110E-3	2.48540E-3	2.46755E-3	2.42462E-3	2.40405E-3	2.39283E-3	2.33225E-3
2.94760E-3	2.95786E-3	3.03305E-3	3.09214E-3	3.12020E-3	3.18353E-3	3.25711E-3	3.34878E-3	3.43058E-3	3.52321E-3	3.61972E-3	3.70921E-3	3.81684E-3	3.99285E-3	4.06332E-3	4.19351E-3	4.32427E-3	4.47423E-3	4.62246E-3	4.77718E-3	4.97434E-3	5.13344E-3	5.33315E-3	5.54477E-3	5.76332E-3	5.99387E-3	6.23852E-3	6.50515E-3	6.80368E-3	7.13365E-3	7.43453E-3	7.74597E-3	8.10278E-3	8.47826E-3	8.98144E-3	9.37190E-3	9.83140E-3	1.02765E-2	1.06437E-2	1.08569E-2	1.08738E-2	1.06747E-2	1.05254E-2	1.04487E-2	1.03526E-2	1.02071E-2	1.00439E-2	9.79589E-3	9.57709E-3	9.31847E-3	9.12687E-3	8.82523E-3	8.46517E-3	8.13719E-3	7.76541E-3	7.45310E-3	7.08618E-3	6.79949E-3	6.53368E-3	6.23395E-3	5.94481E-3	5.68533E-3	5.48030E-3	5.22170E-3	5.05559E-3	4.84112E-3	4.71769E-3	4.51571E-3	4.34990E-3	4.23212E-3	4.10443E-3	3.98547E-3	3.87100E-3	3.71626E-3	3.61301E-3	3.52484E-3	3.43096E-3	3.35540E-3	3.28987E-3	3.22517E-3	3.15044E-3	3.07785E-3	2.99365E-3	2.93810E-3	2.89300E-3	2.85057E-3	2.80037E-3	2.74339E-3	2.69375E-3	2.65819E-3	2.62056E-3	2.56890E-3	2.54828E-3	2.51017E-3	2.48756E-3	2.46283E-3	2.40745E-3	2.38684E-3	2.38021E-3	2.34043E-3
2.96483E-3	2.96879E-3	3.03364E-3	3.11470E-3	3.13815E-3	3.20781E-3	3.27129E-3	3.34952E-3	3.44357E-3	3.52824E-3	3.63937E-3	3.72927E-3	3.83924E-3	3.94814E-3	4.06963E-3	4.19380E-3	4.32044E-3	4.49694E-3	4.64087E-3	4.79950E-3	4.96532E-3	5.15475E-3	5.31891E-3	5.55744E-3	5.79129E-3	6.02429E-3	6.29630E-3	6.53962E-3	6.86915E-3	7.13683E-3	7.44102E-3	7.86301E-3	8.15154E-3	8.54382E-3	8.98426E-3	9.40364E-3	9.85589E-3	1.02866E-2	1.06063E-2	1.08004E-2	1.08580E-2	1.06915E-2	1.05958E-2	1.04102E-2	1.02319E-2	1.00735E-2	9.96990E-3	9.72287E-3	9.49535E-3	9.23988E-3	9.00619E-3	8.67237E-3	8.33296E-3	8.00068E-3	7.65193E-3	7.31061E-3	6.98141E-3	6.70671E-3	6.38364E-3	6.12081E-3	5.83347E-3	5.62480E-3	5.39427E-3	5.19238E-3	4.98137E-3	4.78719E-3	4.62787E-3	4.47848E-3	4.32292E-3	4.18532E-3	4.06510E-3	3.95901E-3	3.82036E-3	3.71885E-3	3.60208E-3	3.50744E-3	3.41600E-3	3.33956E-3	3.25086E-3	3.20556E-3	3.11665E-3	3.04185E-3	2.98665E-3	2.92635E-3	2.89388E-3	2.84539E-3	2.78792E-3	2.72292E-3	2.68667E-3	2.66183E-3	2.60565E-3	2.57299E-3	2.55013E-3	2.50756E-3	2.48546E-3	2.44628E-3	2.41825E-3	2.38900E-3	2.36055E-3	2.35317E-3
2.92654E-3	2.95180E-3	3.01547E-3	3.06707E-3	3.12923E-3	3.19814E-3	3.26207E-3	3.35652E-3	3.42709E-3	3.51015E-3	3.60978E-3	3.72564E-3	3.83243E-3	3.93395E-3	4.05884E-3	4.19348E-3	4.29490E-3	4.50828E-3	4.65444E-3	4.77409E-3	4.94809E-3	5.15219E-3	5.31267E-3	5.56187E-3	5.79944E-3	6.04978E-3	6.30676E-3	6.54747E-3	6.82450E-3	7.10703E-3	7.46074E-3	7.83219E-3	8.14611E-3	8.53111E-3	8.98948E-3	9.39265E-3	9.83000E-3	1.02558E-2	1.06112E-2	1.07567E-2	1.08260E-2	1.07957E-2	1.05046E-2	1.03979E-2	1.02568E-2	1.00849E-2	9.90712E-3	9.65629E-3	9.44346E-3	9.17155E-3	8.90920E-3	8.64250E-3	8.28096E-3	7.95792E-3	7.62096E-3	7.27234E-3	6.96064E-3	6.71406E-3	6.40596E-3	6.10434E-3	5.83900E-3	5.62319E-3	5.36229E-3	5.15361E-3	4.95345E-3	4.74168E-3	4.59297E-3	4.45916E-3	4.27462E-3	4.14480E-3	4.03700E-3	3.92401E-3	3.77125E-3	3.69552E-3	3.59944E-3	3.49012E-3	3.39993E-3	3.31903E-3	3.24299E-3	3.18323E-3	3.10442E-3	3.02576E-3	2.98258E-3	2.91894E-3	2.86734E-3	2.80688E-3	2.75973E-3	2.73116E-3	2.69824E-3	2.64581E-3	2.61189E-3	2.58795E-3	2.55287E-3	2.49597E-3	2.45521E-3	2.46287E-3	2.39271E-3	2.39864E-3	2.33488E-3	2.32512E-3
2.92643E-3	2.94938E-3	3.00309E-3	3.07458E-3	3.14428E-3	3.21211E-3	3.24760E-3	3.34042E-3	3.42013E-3	3.52976E-3	3.63404E-3	3.73591E-3	3.84494E-3	3.95830E-3	4.06940E-3	4.22115E-3	4.32599E-3	4.49060E-3	4.61596E-3	4.76915E-3	4.97231E-3	5.15970E-3	5.36015E-3	5.54978E-3	5.80571E-3	6.06628E-3	6.26046E-3	6.52520E-3	6.83530E-3	7.13532E-3	7.48236E-3	7.76921E-3	8.12815E-3	8.55360E-3	8.98059E-3	9.44320E-3	9.93388E-3	1.03336E-2	1.06432E-2	1.07775E-2	1.07862E-2	1.05761E-2	1.04411E-2	1.03447E-2	1.01620E-2	1.00218E-2	9.91907E-3	9.66367E-3	9.40136E-3	9.08461E-3	8.83991E-3	8.55526E-3	8.21853E-3	7.86733E-3	7.51170E-3	7.19012E-3	6.89640E-3	6.60238E-3	6.32667E-3	6.02596E-3	5.81129E-3	5.57492E-3	5.33313E-3	5.11808E-3	4.92615E-3	4.73232E-3	4.55764E-3	4.40891E-3	4.25663E-3	4.11635E-3	3.98885E-3	3.89396E-3	3.79343E-3	3.65599E-3	3.56583E-3	3.47764E-3	3.38469E-3	3.30926E-3	3.21357E-3	3.16139E-3	3.09225E-3	3.00666E-3	2.94073E-3	2.89620E-3	2.84410E-3	2.79276E-3	2.74033E-3	2.70614E-3	2.67467E-3	2.65173E-3	2.60131E-3	2.54547E-3	2.52104E-3	2.48613E-3	2.43947E-3	2.43257E-3	2.40156E-3	2.36985E-3	2.33307E-3	2.31231E-3
2.92186E-3	2.95832E-3	2.99278E-3	3.06000E-3	3.12817E-3	3.19454E-3	3.28400E-3	3.33542E-3	3.43624E-3	3.55065E-3	3.63718E-3	3.72738E-3	3.82534E-3	3.92551E-3	4.05372E-3	4.19125E-3	4.30816E-3	4.46246E-3	4.61481E-3	4.77770E-3	4.98186E-3	5.15526E-3	5.35111E-3	5.56736E-3	5.79010E-3	6.03777E-3	6.26622E-3	6.53964E-3	6.81428E-3	7.12412E-3	7.45684E-3	7.79617E-3	8.14139E-3	8.55637E-3	9.00723E-3	9.41672E-3	9.84870E-3	1.02578E-2	1.05895E-2	1.08021E-2	1.07941E-2	1.05581E-2	1.04546E-2	1.03232E-2	1.01282E-2	9.97874E-3	9.78208E-3	9.50872E-3	9.24124E-3	8.98918E-3	8.72741E-3	8.40664E-3	8.08639E-3	7.76230E-3	7.44548E-3	7.10027E-3	6.80112E-3	6.51825E-3	6.24680E-3	5.97661E-3	5.75428E-3	5.54971E-3	5.30112E-3	5.05140E-3	4.89266E-3	4.69700E-3	4.53863E-3	4.38441E-3	4.22699E-3	4.11267E-3	3.96606E-3	3.84851E-3	3.75357E-3	3.63270E-3	3.52353E-3	3.45019E-3	3.35809E-3	3.28249E-3	3.21241E-3	3.17012E-3	3.11244E-3	3.01165E-3	2.93921E-3	2.87954E-3	2.84873E-3	2.81619E-3	2.73689E-3	2.69332E-3	2.65033E-3	2.64848E-3	2.57748E-3	2.55503E-3	2.51591E-3	2.48971E-3	2.46154E-3	2.42167E-3	2.39353E-3	2.36892E-3	2.35293E-3	2.30436E-3
2.95071E-3	2.93636E-3	2.99961E-3	3.06220E-3	3.12510E-3	3.18348E-3	3.25899E-3	3.35714E-3	3.43472E-3	3.51813E-3	3.61845E-3	3.69207E-3	3.83210E-3	3.95010E-3	4.05493E-3	4.16688E-3	4.30011E-3	4.46763E-3	4.62176E-3	4.77879E-3	4.96720E-3	5.15418E-3	5.33452E-3	5.55177E-3	5.77019E-3	6.04694E-3	6.29277E-3	6.52860E-3	6.83633E-3	7.13396E-3	7.47648E-3	7.78677E-3	8.16083E-3	8.60780E-3	8.99165E-3	9.43119E-3	9.89324E-3	1.02395E-2	1.05765E-2	1.07094E-2	1.07275E-2	1.05021E-2	1.03280E-2	1.01869E-2	1.00397E-2	9.90230E-3	9.70139E-3	9.35870E-3	9.10702E-3	8.87289E-3	8.62705E-3	8.34257E-3	8.04175E-3	7.73179E-3	7.39656E-3	7.06810E-3	6.77532E-3	6.48187E-3	6.16140E-3	5.92509E-3	5.72067E-3	5.48689E-3	5.26342E-3	5.02350E-3	4.82238E-3	4.64059E-3	4.48829E-3	4.36227E-3	4.19531E-3	4.05990E-3	3.92667E-3	3.81308E-3	3.71931E-3	3.59145E-3	3.50860E-3	3.42819E-3	3.32796E-3	3.24991E-3	3.17993E-3	3.14379E-3	3.04656E-3	3.00616E-3	2.95220E-3	2.86373E-3	2.82372E-3	2.77585E-3	2.74035E-3	2.69198E-3	2.66188E-3	2.60516E-3	2.55600E-3	2.57212E-3	2.48456E-3	2.44963E-3	2.43402E-3	2.42343E-3	2.37668E-3	2.36181E-3	2.37195E-3	2.28166E-3
2.93722E-3	2.95025E-3	2.99763E-3	3.05986E-3	3.10877E-3	3.16828E-3	3.25314E-3	3.32495E-3	3.41842E-3	3.51912E-3	3.59994E-3	3.72411E-3	3.82200E-3	3.92346E-3	4.04050E-3	4.16825E-3	4.30880E-3	4.45097E-3	4.60771E-3	4.76720E-3	4.96552E-3	5.14018E-3	5.32869E-3	5.55795E-3	5.75997E-3	6.01702E-3	6.26449E-3	6.54064E-3	6.83639E-3	7.12931E-3	7.44122E-3	7.75248E-3	8.13996E-3	8.58385E-3	8.96374E-3	9.43539E-3	9.84995E-3	1.02408E-2	1.05538E-2	1.07163E-2	1.07079E-2	1.04601E-2	1.03207E-2	1.01553E-2	9.96630E-3	9.79456E-3	9.55292E-3	9.28212E-3	9.04995E-3	8.79209E-3	8.55070E-3	8.28282E-3	7.97160E-3	7.61861E-3	7.29774E-3	6.97882E-3	6.71006E-3	6.44690E-3	6.15902E-3	5.88964E-3	5.66583E-3	5.42643E-3	5.20667E-3	4.97925E-3	4.79732E-3	4.61607E-3	4.46836E-3	4.30948E-3	4.16839E-3	4.04049E-3	3.92358E-3	3.79659E-3	3.68532E-3	3.58734E-3	3.49781E-3	3.40065E-3	3.32531E-3	3.24831E-3	3.19370E-3	3.10486E-3	3.04782E-3	2.96878E-3	2.90539E-3	2.87415E-3	2.81812E-3	2.78015E-3	2.71855E-3	2.69476E-3	2.62877E-3	2.57730E-3	2.56809E-3	2.51618E-3	2.49845E-3	2.47409E-3	2.42132E-3	2.41760E-3	2.39934E-3	2.38566E-3	2.32570E-3	2.29584E-3
2.92246E-3	2.94534E-3	2.98760E-3	3.04168E-3	3.10090E-3	3.18973E-3	3.23938E-3	3.31756E-3	3.40742E-3	3.51067E-3	3.59111E-3	3.70466E-3	3.79330E-3	3.91418E-3	4.03096E-3	4.16815E-3	4.30189E-3	4.48917E-3	4.64389E-3	4.78605E-3	4.96292E-3	5.13248E-3	5.31378E-3	5.53291E-3	5.74303E-3	5.99866E-3	6.24481E-3	6.52646E-3	6.81645E-3	7.14413E-3	7.45932E-3	7.76967E-3	8.15198E-3	8.53035E-3	9.01130E-3	9.40912E-3	9.84584E-3	1.02378E-2	1.05311E-2	1.06648E-2	1.06598E-2	1.04172E-2	1.02358E-2	1.00462E-2	9.86858E-3	9.66837E-3	9.46198E-3	9.19306E-3	8.94518E-3	8.67554E-3	8.42189E-3	8.15811E-3	7.83738E-3	7.51844E-3	7.20904E-3	6.90481E-3	6.59143E-3	6.32330E-3	6.04611E-3	5.83015E-3	5.59596E-3	5.37311E-3	5.13718E-3	4.93323E-3	4.77160E-3	4.56815E-3	4.41800E-3	4.29800E-3	4.12926E-3	4.00775E-3	3.91620E-3	3.79798E-3	3.65592E-3	3.54080E-3	3.44857E-3	3.39095E-3	3.30859E-3	3.21794E-3	3.13179E-3	3.08618E-3	3.01990E-3	2.95073E-3	2.88572E-3	2.84714E-3	2.80155E-3	2.74417E-3	2.70769E-3	2.67281E-3	2.61707E-3	2.59072E-3	2.54388E-3	2.50414E-3	2.47366E-3	2.46302E-3	2.42770E-3	2.39581E-3	2.38011E-3	2.35685E-3	2.34042E-3	2.30122E-3
2.91133E-3	2.94530E-3	3.00521E-3	3.03049E-3	3.09397E-3	3.12773E-3	3.26176E-3	3.33903E-3	3.42525E-3	3.48564E-3	3.61696E-3	3.70067E-3	3.80166E-3	3.91521E-3	4.02452E-3	4.14222E-3	4.29111E-3	4.42540E-3	4.61000E-3	4.77605E-3	4.94004E-3	5.11443E-3	5.30904E-3	5.51213E-3	5.75583E-3	5.99899E-3	6.24638E-3	6.51084E-3	6.77769E-3	7.09191E-3	7.40573E-3	7.77431E-3	8.13631E-3	8.53767E-3	8.94996E-3	9.44719E-3	9.83558E-3	1.02127E-2	1.04763E-2	1.06201E-2	1.05991E-2	1.03239E-2	1.01590E-2	9.96847E-3	9.76074E-3	9.54268E-3	9.34213E-3	9.24741E-3	8.93827E-3	8.58208E-3	8.28048E-3	7.99437E-3	7.69497E-3	7.37367E-3	7.06706E-3	6.75094E-3	6.50495E-3	6.26293E-3	6.02531E-3	5.70739E-3	5.50201E-3	5.30583E-3	5.09438E-3	4.88867E-3	4.72492E-3	4.55433E-3	4.38326E-3	4.23226E-3	4.08985E-3	3.98609E-3	3.85709E-3	3.70720E-3	3.63699E-3	3.51661E-3	3.44687E-3	3.34419E-3	3.26836E-3	3.22022E-3	3.12473E-3	3.05725E-3	3.01386E-3	2.91944E-3	2.86050E-3	2.83453E-3	2.78964E-3	2.71437E-3	2.70879E-3	2.62457E-3	2.61361E-3	2.56610E-3	2.55072E-3	2.47236E-3	2.47151E-3	2.47238E-3	2.43594E-3	2.36121E-3	2.33009E-3	2.32176E-3	2.31750E-3	2.32183E-3
2.93097E-3	2.94371E-3	2.98524E-3	3.05864E-3	3.08595E-3	3.14935E-3	3.20129E-3	3.30510E-3	3.39068E-3	3.49263E-3	3.61486E-3	3.66696E-3	3.79561E-3	3.89555E-3	4.00489E-3	4.12446E-3	4.28228E-3	4.41619E-3	4.58615E-3	4.72791E-3	4.91274E-3	5.09578E-3	5.28428E-3	5.47749E-3	5.73084E-3	5.97766E-3	6.21873E-3	6.49098E-3	6.77748E-3	7.08571E-3	7.42221E-3	7.75296E-3	8.17821E-3	8.53300E-3	8.96074E-3	9.38778E-3	9.78994E-3	1.01686E-2	1.04520E-2	1.06022E-2	1.05402E-2	1.02602E-2	1.00843E-2	9.92493E-3	9.69174E-3	9.46865E-3	9.22017E-3	9.14406E-3	8.82602E-3	8.45050E-3	8.19071E-3	7.86780E-3	7.56524E-3	7.29770E-3	6.98787E-3	6.66981E-3	6.39457E-3	6.18668E-3	5.95326E-3	5.64989E-3	5.43104E-3	5.21409E-3	5.03599E-3	4.82482E-3	4.66243E-3	4.46826E-3	4.34466E-3	4.20154E-3	4.05495E-3	3.91883E-3	3.82984E-3	3.70456E-3	3.60514E-3	3.50795E-3	3.42378E-3	3.31086E-3	3.24339E-3	3.16020E-3	3.10776E-3	3.04654E-3	2.96837E-3	2.91739E-3	2.85881E-3	2.79989E-3	2.76766E-3	2.70940E-3	2.67238E-3	2.63283E-3	2.60535E-3	2.55698E-3	2.53675E-3	2.49551E-3	2.46673E-3	2.42303E-3	2.42117E-3	2.37301E-3	2.36380E-3	2.34423E-3	2.29084E-3	2.27291E-3
2.92200E-3	2.94081E-3	2.98732E-3	3.04759E-3	3.09053E-3	3.13857E-3	3.22672E-3	3.28521E-3	3.39519E-3	3.48362E-3	3.56123E-3	3.68817E-3	3.80361E-3	3.90278E-3	4.00971E-3	4.11927E-3	4.24871E-3	4.40522E-3	4.59553E-3	4.75343E-3	4.87686E-3	5.08503E-3	5.26609E-3	5.47961E-3	5.72995E-3	5.95816E-3	6.20361E-3	6.47820E-3	6.76351E-3	7.06317E-3	7.40938E-3	7.72611E-3	8.09712E-3	8.51667E-3	8.93556E-3	9.33866E-3	9.82959E-3	1.01734E-2	1.04436E-2	1.05583E-2	1.04894E-2	1.01889E-2	9.99729E-3	9.85131E-3	9.62039E-3	9.32395E-3	9.07862E-3	8.80047E-3	8.54921E-3	8.27241E-3	8.01061E-3	7.75271E-3	7.44851E-3	7.16696E-3	6.87347E-3	6.59450E-3	6.33323E-3	6.08570E-3	5.84552E-3	5.59018E-3	5.37023E-3	5.16279E-3	4.96439E-3	4.76113E-3	4.60909E-3	4.41966E-3	4.29688E-3	4.14467E-3	4.03547E-3	3.89018E-3	3.77497E-3	3.65800E-3	3.55893E-3	3.44671E-3	3.32576E-3	3.29781E-3	3.22218E-3	3.13847E-3	3.07074E-3	3.01068E-3	2.96436E-3	2.89463E-3	2.84711E-3	2.81490E-3	2.75488E-3	2.70447E-3	2.65853E-3	2.62565E-3	2.57166E-3	2.54236E-3	2.51536E-3	2.47068E-3	2.45862E-3	2.44377E-3	2.40415E-3	2.33962E-3	2.35330E-3	2.33707E-3	2.26861E-3	2.27645E-3
