205016	205073	205130	205187	205244	205300	205357	205414	205471	205528	205585	205642	205699	205756	205812	205869	205926	205983	206040	206097	206154	206211	206268	206324	206381	206438	206495	206552	206609	206666	206723	206780	206836	206893	206950	207007	207064	207121	207178	207235	207292	207348	207405	207462	207519	207576	207633	207690	207747	207804	207860	207917	207974	208031	208088	208145	208202	208259	208316	208372	208429	208486	208543	208600	208657	208714	208771	208828	208884	208941	208998	209055	209112	209169	209226	209283	209340	209396	209453	209510	209567	209624	209681	209738	209795	209852	209908	209965	210022	210079	210136	210193	210250	210307	210364	210420	210477	210534	210591	210648

-------------------------------------------------------------------
8.74517E+0	8.74541E+0	8.65163E+0	8.49866E+0	8.18049E+0	9.04038E+0	8.90577E+0	9.53095E+0	9.42317E+0	9.68148E+0	9.68021E+0	9.59118E+0	9.49204E+0	9.45209E+0	9.52215E+0	9.52938E+0	9.50734E+0	9.53523E+0	9.71240E+0	9.38187E+0	9.31284E+0	9.77702E+0	9.44767E+0	9.26242E+0	9.09322E+0	9.23183E+0	9.01958E+0	9.10818E+0	9.08797E+0	8.96709E+0	8.83619E+0	9.11261E+0	8.94437E+0	9.01550E+0	9.02242E+0	9.14465E+0	9.14208E+0	9.00885E+0	9.24625E+0	9.30443E+0	9.08977E+0	9.31765E+0	9.35941E+0	9.28483E+0	9.53096E+0	9.60891E+0	9.50063E+0	8.71519E+0	8.07759E+0	7.53589E+0	7.06550E+0	6.89823E+0	6.66875E+0	6.62677E+0	6.44236E+0	6.31838E+0	6.33619E+0	6.28625E+0	6.32067E+0	6.44940E+0	6.12240E+0	5.67948E+0	5.27259E+0	3.62709E+0	1.79800E+0	1.69202E+0	1.53731E+0	1.57401E+0	1.65650E+0	1.76839E+0	1.68564E+0	1.65970E+0	1.85389E+0	1.94411E+0	1.88795E+0	1.82312E+0	1.86075E+0	1.85527E+0	1.84142E+0	1.89997E+0	1.69750E+0	1.74217E+0	2.01450E+0	1.91648E+0	2.01392E+0	2.06559E+0	1.95953E+0	1.86808E+0	1.72658E+0	2.04787E+0	2.05364E+0	1.61335E+0	1.58711E+0	1.43186E+0	1.49411E+0	1.65473E+0	1.42682E+0	1.20160E+0	1.73285E+0	1.40803E+0
8.31967E+0	8.90934E+0	8.58199E+0	8.39494E+0	8.67623E+0	8.78423E+0	9.07317E+0	9.42880E+0	9.49642E+0	9.77197E+0	9.34724E+0	9.86769E+0	9.45187E+0	9.68302E+0	9.19589E+0	9.04046E+0	9.17797E+0	9.40987E+0	9.67434E+0	9.16382E+0	9.39115E+0	9.02667E+0	9.00250E+0	9.20733E+0	9.19401E+0	9.14797E+0	9.16686E+0	9.12527E+0	8.95928E+0	9.09971E+0	9.42946E+0	9.15202E+0	9.00761E+0	9.08463E+0	9.33288E+0	9.17037E+0	9.19057E+0	9.23492E+0	9.21265E+0	9.45566E+0	9.27730E+0	9.43367E+0	9.51525E+0	9.52810E+0	9.48928E+0	9.51939E+0	9.60460E+0	8.80069E+0	8.00251E+0	7.53075E+0	7.21030E+0	6.83650E+0	6.76104E+0	6.70644E+0	6.36667E+0	6.19240E+0	6.28082E+0	6.26368E+0	6.23250E+0	6.16965E+0	6.08896E+0	5.74570E+0	5.16504E+0	3.21721E+0	1.81485E+0	1.55826E+0	1.65402E+0	1.80456E+0	1.67523E+0	1.77333E+0	1.75011E+0	1.80425E+0	1.68343E+0	1.75381E+0	-8.49157E-1	5.64878E-1	2.88599E+0	1.68690E+0	1.90367E+0	2.22270E+0	2.45105E+0	1.99415E+0	1.89587E+0	-1.55289E+0	-4.58561E+0	1.62858E+0	1.61305E+0	1.96004E+0	2.03276E+0	2.05372E+0	1.79008E+0	1.58168E+0	1.67239E+0	-5.95763E+0	2.59678E-2	-8.34207E+0	-1.13565E+1	1.87581E+0	8.61488E+0	1.94571E+0
3.83729E+0	6.60221E+0	1.21773E+1	1.81014E+1	8.40923E+0	9.05302E+0	1.40572E+1	9.49215E+0	1.00497E+1	9.47671E+0	9.64791E+0	9.97126E+0	9.44034E+0	9.87019E+0	5.01327E+0	-1.63102E+0	9.16846E+0	9.42732E+0	9.18690E+0	9.46137E+0	1.47815E+0	5.07325E+0	1.15826E+1	9.52504E+0	8.98876E+0	1.32179E+1	8.45825E+0	8.98776E+0	9.16410E+0	9.38734E+0	9.27641E+0	8.95166E+0	9.02028E+0	8.96321E+0	9.46318E+0	9.11685E+0	9.24568E+0	9.09934E+0	9.26485E+0	9.39453E+0	9.19972E+0	9.53459E+0	9.52809E+0	9.49770E+0	9.38183E+0	9.57632E+0	9.61182E+0	8.78439E+0	8.02401E+0	6.96083E+0	7.20852E+0	5.98472E+0	6.59853E+0	6.62784E+0	6.51862E+0	6.18154E+0	6.17376E+0	6.16047E+0	6.19619E+0	6.13440E+0	6.04864E+0	5.63210E+0	5.26662E+0	3.32443E+0	2.05097E+0	5.73847E+0	1.82151E+0	1.47329E+0	1.84245E+0	-1.26136E+0	3.43331E+0	4.20457E+0	6.38031E+0	2.14066E+0	1.58705E+0	-5.62717E+0	1.82024E+0	-4.42964E+0	-1.60374E+0	2.11893E+0	5.56439E-1	1.54702E+0	5.39108E+0	6.16421E+0	1.58826E+0	1.97484E+0	2.99515E+0	6.59051E+0	2.53132E+0	8.11726E+0	8.66972E+0	3.62823E+0	9.97399E+0	1.62315E+0	4.63012E+0	1.88372E+0	1.39324E+0	3.23360E+0	-5.10290E+0	1.59600E+0
9.43107E+0	9.49841E+0	1.22555E+1	1.87229E+1	8.76850E+0	9.05432E+0	9.15079E+0	9.38826E+0	9.61636E+0	9.93250E+0	1.00491E+1	9.55919E+0	9.68671E+0	9.03883E+0	9.45428E+0	9.60770E+0	9.46523E+0	9.26824E+0	9.07557E+0	9.15342E+0	9.36427E+0	9.04668E+0	9.05202E+0	8.97096E+0	9.07411E+0	9.18398E+0	9.13228E+0	9.08025E+0	9.17874E+0	9.06685E+0	9.05386E+0	9.42464E+0	9.35272E+0	9.18636E+0	9.08403E+0	9.20297E+0	9.18025E+0	9.05344E+0	9.25315E+0	9.19532E+0	9.21475E+0	9.21059E+0	9.38758E+0	9.42974E+0	9.49460E+0	9.39032E+0	9.54952E+0	8.66029E+0	7.93071E+0	7.34033E+0	7.05043E+0	6.45774E+0	6.45203E+0	6.50563E+0	6.27240E+0	6.09703E+0	6.13632E+0	6.21036E+0	6.15363E+0	6.21426E+0	6.01534E+0	5.76269E+0	5.19874E+0	3.18774E+0	1.96810E+0	1.67589E+0	1.52541E+0	1.55002E+0	1.72954E+0	1.72975E+0	2.01061E+0	1.97406E+0	1.77271E+0	1.99224E+0	1.90469E+0	1.98786E+0	2.07302E+0	1.88010E+0	2.06111E+0	2.37652E+0	2.28316E+0	1.92958E+0	2.12620E+0	1.83257E+0	1.88416E+0	1.77997E+0	1.79147E+0	2.09456E+0	1.95888E+0	2.03888E+0	1.74135E+0	1.60154E+0	1.47381E+0	1.86038E+0	2.37431E+0	2.00253E+0	1.48158E+0	1.73561E+0	1.80280E+0	1.44600E+0
8.12684E+0	8.43921E+0	8.38448E+0	8.52216E+0	8.97115E+0	8.99080E+0	8.94246E+0	9.38228E+0	9.84514E+0	9.70880E+0	9.42314E+0	9.84336E+0	9.50925E+0	9.64453E+0	9.65640E+0	9.60512E+0	9.51951E+0	9.40945E+0	9.36146E+0	9.37690E+0	9.31647E+0	9.71318E+0	9.23000E+0	8.93096E+0	9.23721E+0	9.14553E+0	9.30711E+0	9.17955E+0	9.03869E+0	9.10453E+0	9.20700E+0	8.86683E+0	9.25516E+0	7.93364E+0	7.33109E+0	3.68729E+0	9.30232E+0	9.29509E+0	9.29352E+0	9.37168E+0	9.21991E+0	1.12989E+1	1.37208E+1	1.00241E+1	9.67135E+0	9.09773E+0	9.51669E+0	8.65641E+0	7.71340E+0	7.43277E+0	6.96369E+0	6.83522E+0	6.62140E+0	5.03796E+0	5.42849E+0	5.34726E+0	5.11548E+0	6.12441E+0	6.49210E+0	6.60659E+0	5.49939E+0	4.99417E+0	9.62520E+0	2.87312E+0	1.71406E+0	2.18441E+0	-3.04224E+0	-2.50484E+0	1.91117E+0	3.59870E+0	1.60983E+0	1.86671E+0	2.60083E+0	-2.12959E-1	3.95564E+0	-9.68257E-1	-1.18072E+0	2.21265E+0	2.88385E+0	3.04526E+0	-3.85159E+0	1.03267E+0	5.85886E+0	1.12004E+1	2.06169E+0	1.69544E+0	1.82671E+0	1.80614E+0	1.66546E+0	1.90459E+0	1.56372E+0	1.72653E+0	1.97210E+0	2.07549E+0	2.08717E+0	1.69230E+0	1.97235E+0	1.62299E+0	1.22683E+0	1.85480E+0
8.61039E+0	9.06488E+0	8.75063E+0	8.50531E+0	8.40481E+0	1.25544E+1	9.98909E+0	1.18591E+1	1.00588E+1	9.68020E+0	9.62009E+0	9.47025E+0	9.82845E+0	1.99235E+1	1.64751E+1	1.05887E+1	1.66737E+1	9.66082E+0	9.39829E+0	9.21876E+0	9.31590E+0	9.15878E+0	9.25289E+0	9.32476E+0	9.20990E+0	8.05432E+0	1.39030E+1	1.20024E+1	9.27952E+0	6.03443E+0	9.21600E+0	4.86348E+0	8.84571E+0	1.26021E+1	1.60089E+1	9.27395E+0	1.09404E+1	8.85456E+0	8.19642E+0	1.01638E+1	9.01836E+0	1.09364E+1	9.28436E+0	1.16825E+1	1.05050E+1	1.03936E+1	6.04130E+0	8.52248E+0	1.15131E+1	7.29733E+0	8.58699E+0	7.61092E+0	5.87615E+0	5.46802E+0	6.38151E+0	8.33264E+0	6.59427E+0	4.34798E+0	4.70875E+0	6.51124E+0	5.23664E+0	5.91834E+0	5.20093E+0	2.90676E+0	1.91645E+0	1.81726E+0	1.92788E+0	1.78111E+0	1.85434E+0	1.88806E+0	1.72987E+0	1.90461E+0	1.80619E+0	2.04658E+0	1.98303E+0	1.81066E+0	1.83802E+0	2.09588E+0	2.26046E+0	1.89107E+0	1.85713E+0	1.43391E+0	2.21442E+0	2.21327E+0	1.61280E+0	-1.88407E+0	1.31567E+0	1.42405E+0	1.83074E+0	1.72853E+0	1.69291E+0	1.50007E+0	1.84786E+0	3.25652E+0	1.48830E+0	1.44930E+0	1.22189E+1	1.09924E+1	1.47508E+1	1.78402E+0
8.41560E+0	8.60361E+0	8.04945E+0	1.52684E+1	8.67727E+0	1.07481E+1	1.21675E+1	1.19466E+1	1.88290E+1	2.10784E+1	9.72379E+0	9.82152E+0	9.41665E+0	1.84019E+1	1.79600E+1	1.06976E+1	1.71626E+1	9.93636E+0	5.65996E+0	9.69277E+0	9.55634E+0	9.43640E+0	9.15691E+0	9.03456E+0	9.14584E+0	6.43698E+0	7.98405E+0	4.13872E+0	4.02000E+0	8.89514E+0	8.61794E+0	9.12514E+0	9.04934E+0	9.37023E+0	9.68095E+0	9.10381E+0	9.49826E+0	6.84988E+0	8.97739E+0	9.35558E+0	9.48981E+0	9.47093E+0	9.38002E+0	9.57579E+0	9.61245E+0	9.59837E+0	9.72421E+0	8.73353E+0	7.94432E+0	7.36391E+0	6.98268E+0	6.75245E+0	6.54436E+0	6.48510E+0	6.45181E+0	6.57026E+0	6.62080E+0	6.80405E+0	6.71759E+0	6.67955E+0	6.42596E+0	6.08374E+0	5.28161E+0	2.93648E+0	1.79028E+0	1.96348E+0	1.89796E+0	2.07848E+0	1.83756E+0	1.75922E+0	1.99444E+0	1.79612E+0	1.94511E+0	2.00901E+0	2.07564E+0	1.86792E+0	2.07456E+0	2.03186E+0	2.14231E+0	1.94352E+0	2.17638E+0	2.12894E+0	1.79599E+0	1.78970E+0	1.92752E+0	1.81095E+0	1.79866E+0	1.96703E+0	1.93477E+0	2.06830E+0	1.96004E+0	1.91873E+0	1.78893E+0	2.19572E+0	1.94817E+0	1.88560E+0	1.64577E+0	1.44767E+0	1.61139E+0	1.46752E+0
8.66955E+0	8.59743E+0	8.69535E+0	8.59403E+0	9.03963E+0	9.11454E+0	8.88363E+0	9.44421E+0	9.87234E+0	9.78339E+0	9.38533E+0	9.60822E+0	9.00466E+0	9.54850E+0	9.27544E+0	9.65228E+0	9.16675E+0	9.39430E+0	9.37597E+0	8.72525E+0	9.50881E+0	9.19386E+0	9.32750E+0	8.79088E+0	9.22711E+0	9.18362E+0	9.01530E+0	9.13475E+0	9.21325E+0	9.32186E+0	9.15975E+0	9.09414E+0	9.18885E+0	9.08659E+0	9.22819E+0	9.22945E+0	9.24455E+0	9.23995E+0	9.35338E+0	9.24517E+0	9.32615E+0	9.42919E+0	9.52862E+0	9.57542E+0	9.54487E+0	9.56447E+0	9.65851E+0	8.61998E+0	7.78694E+0	7.32689E+0	6.97003E+0	6.66492E+0	6.48658E+0	6.55629E+0	6.60483E+0	6.65768E+0	6.81565E+0	6.90691E+0	6.86879E+0	6.72991E+0	6.36525E+0	6.04333E+0	5.15414E+0	2.98893E+0	2.01435E+0	1.82480E+0	1.83791E+0	1.96730E+0	2.06110E+0	1.89849E+0	1.99060E+0	1.83069E+0	2.06235E+0	2.06448E+0	1.90838E+0	2.07651E+0	1.90165E+0	1.96213E+0	2.09652E+0	2.42080E+0	2.01267E+0	1.78755E+0	2.15137E+0	2.15608E+0	1.97817E+0	1.99750E+0	1.98408E+0	1.99387E+0	1.97248E+0	1.87890E+0	1.79188E+0	1.82813E+0	2.23249E+0	2.10952E+0	1.81030E+0	1.56897E+0	1.79316E+0	1.82525E+0	1.86334E+0	1.59899E+0
8.65399E+0	8.68928E+0	8.87878E+0	8.38291E+0	8.76423E+0	8.94554E+0	9.22699E+0	9.40832E+0	9.85712E+0	9.78839E+0	9.64595E+0	9.71573E+0	9.46631E+0	9.64192E+0	9.44303E+0	9.49051E+0	9.57085E+0	9.59064E+0	9.45131E+0	9.50858E+0	9.45433E+0	9.48567E+0	9.45022E+0	9.35182E+0	9.39282E+0	9.46374E+0	9.12821E+0	9.22252E+0	9.12007E+0	9.26584E+0	9.11126E+0	9.20941E+0	9.23407E+0	9.24075E+0	9.24652E+0	9.29488E+0	9.23795E+0	9.35729E+0	9.14610E+0	9.36022E+0	9.35752E+0	9.34887E+0	9.38143E+0	9.36908E+0	9.40032E+0	9.56360E+0	9.58039E+0	8.50525E+0	7.63684E+0	7.22805E+0	6.84499E+0	6.55763E+0	6.49526E+0	6.45488E+0	6.55338E+0	6.62037E+0	6.92219E+0	6.90951E+0	6.98314E+0	6.86133E+0	6.58071E+0	6.04062E+0	5.24802E+0	2.92961E+0	1.92400E+0	1.81295E+0	1.83012E+0	1.67312E+0	1.91548E+0	1.90079E+0	2.02940E+0	1.85394E+0	1.78096E+0	1.94113E+0	1.93381E+0	1.97398E+0	2.14365E+0	2.19673E+0	2.02294E+0	2.05574E+0	1.82697E+0	1.91320E+0	1.93093E+0	2.03965E+0	1.84344E+0	1.89599E+0	2.22271E+0	2.14207E+0	1.98681E+0	1.79511E+0	1.71598E+0	1.96707E+0	1.99744E+0	1.61946E+0	1.55637E+0	1.60372E+0	1.65297E+0	1.78960E+0	1.63359E+0	1.85810E+0
8.50813E+0	8.94303E+0	8.55602E+0	8.44797E+0	8.55024E+0	8.94473E+0	9.13642E+0	9.52802E+0	9.98125E+0	9.77312E+0	9.86777E+0	9.67368E+0	9.64342E+0	9.54819E+0	9.30002E+0	9.24384E+0	9.24501E+0	9.36879E+0	9.41877E+0	9.44602E+0	9.45668E+0	9.33258E+0	9.36162E+0	9.34467E+0	9.14908E+0	9.11026E+0	9.10109E+0	9.19018E+0	9.33174E+0	9.17249E+0	9.27542E+0	9.08995E+0	9.22282E+0	9.27919E+0	9.33767E+0	9.25300E+0	9.35014E+0	9.42443E+0	9.34282E+0	9.32860E+0	9.41743E+0	9.47897E+0	9.38961E+0	9.44996E+0	9.58623E+0	9.53178E+0	9.66103E+0	1.07651E+1	7.90065E+0	9.27259E+0	6.86932E+0	6.63497E+0	6.52321E+0	6.60311E+0	5.90488E+0	6.54973E+0	7.13222E+0	7.25787E+0	7.21403E+0	6.77337E+0	5.20126E+0	6.66071E+0	5.25835E+0	2.68250E+0	1.84515E+0	1.78502E+0	1.59584E+0	1.72211E+0	1.70838E+0	1.93813E+0	1.88375E+0	5.38181E+0	3.78021E+0	1.96545E+0	1.46203E+0	2.06294E+0	3.04076E-1	2.34883E+0	2.01742E+0	1.93013E+0	2.12374E+0	1.20739E+0	-5.81263E+0	1.82109E+0	2.30636E+0	2.06021E+0	2.00109E+0	1.87981E+0	2.04021E+0	4.01643E+0	2.58673E+0	1.72829E+0	-5.85893E+0	-1.12330E+1	1.85227E+0	1.72739E+0	1.71441E+0	1.71437E+0	1.86901E+0	1.78233E+0
8.35679E+0	8.93087E+0	8.63476E+0	8.43125E+0	8.65856E+0	9.17059E+0	9.16838E+0	9.67288E+0	9.99130E+0	9.85648E+0	9.82196E+0	9.74691E+0	9.76480E+0	9.72289E+0	9.23640E+0	9.13191E+0	9.10217E+0	9.33563E+0	9.47184E+0	9.56876E+0	9.54417E+0	9.28417E+0	9.32407E+0	9.17212E+0	9.26755E+0	8.91829E+0	9.20390E+0	9.24123E+0	9.18578E+0	9.26662E+0	9.23332E+0	8.98943E+0	9.11899E+0	9.19205E+0	9.19332E+0	9.25705E+0	9.16601E+0	9.14753E+0	9.38451E+0	9.47982E+0	9.39495E+0	9.42588E+0	9.38791E+0	9.55570E+0	9.56489E+0	9.66981E+0	9.69695E+0	8.51277E+0	7.78157E+0	7.12645E+0	6.88726E+0	6.55879E+0	6.40924E+0	6.56333E+0	6.59893E+0	6.76874E+0	6.96787E+0	7.12603E+0	7.35547E+0	7.15170E+0	6.69959E+0	6.11959E+0	5.17636E+0	2.84768E+0	1.92951E+0	1.90765E+0	1.81715E+0	1.78944E+0	1.83806E+0	2.11917E+0	2.01803E+0	1.85335E+0	2.06552E+0	1.88211E+0	2.08411E+0	2.23077E+0	1.99861E+0	1.98883E+0	2.19597E+0	2.13655E+0	2.27017E+0	2.01437E+0	1.90431E+0	2.18012E+0	2.07333E+0	2.37594E+0	1.99954E+0	1.74482E+0	2.10616E+0	2.38040E+0	2.10657E+0	1.87239E+0	1.72417E+0	1.97084E+0	1.78235E+0	2.17193E+0	1.86994E+0	1.62272E+0	1.84106E+0	1.59358E+0
8.54861E+0	8.91410E+0	8.99843E+0	7.98233E+0	8.58835E+0	8.83013E+0	9.18308E+0	9.46607E+0	9.74299E+0	9.86170E+0	9.76988E+0	9.35544E+0	9.73004E+0	9.29538E+0	9.58622E+0	9.34539E+0	8.86626E+0	9.09734E+0	9.27761E+0	9.43348E+0	9.32996E+0	9.65804E+0	9.18800E+0	9.49142E+0	9.36398E+0	9.29218E+0	9.00642E+0	9.21890E+0	9.13873E+0	9.27424E+0	9.42072E+0	9.27815E+0	9.16316E+0	9.31973E+0	9.28909E+0	9.13019E+0	9.28674E+0	9.38156E+0	9.19992E+0	9.34167E+0	9.40747E+0	9.44903E+0	9.52040E+0	9.46611E+0	9.41677E+0	9.54609E+0	9.60497E+0	8.60151E+0	7.72382E+0	7.14045E+0	6.89678E+0	6.56221E+0	6.39221E+0	6.48349E+0	6.72724E+0	6.93463E+0	8.49361E+0	7.54405E+0	8.40543E+0	7.20048E+0	6.80590E+0	7.99415E+0	5.43966E+0	2.92468E+0	2.01731E+0	1.80227E+0	2.05699E+0	2.08652E+0	1.90138E+0	1.89010E+0	1.98340E+0	2.03730E+0	2.11770E+0	2.16759E+0	9.15208E+0	2.64041E+0	3.15812E+0	4.59017E-1	2.18978E+0	1.06747E+0	3.82139E+0	8.47211E+0	-5.81590E+0	-4.64633E+0	2.00610E+0	2.16663E+0	6.01065E+0	-1.13683E+1	3.53534E-1	-2.93691E+0	4.45529E-1	1.75791E+0	1.80690E+0	-1.49135E+1	1.87671E+0	-4.71777E+0	2.27485E+0	-6.73193E+0	1.48282E+0	7.90144E-1
1.28431E+1	1.62954E+1	8.80914E+0	8.25441E+0	8.86857E+0	6.11871E+0	-1.68488E+0	4.98971E+0	9.57409E+0	9.72690E+0	9.41816E+0	1.02866E+1	1.00757E+1	9.92396E+0	9.64837E+0	9.55547E+0	9.52022E+0	9.72552E+0	9.58680E+0	9.77453E+0	9.49314E+0	9.29423E+0	9.47132E+0	9.39702E+0	9.29647E+0	9.07636E+0	9.14266E+0	9.00476E+0	9.13106E+0	9.21129E+0	9.08525E+0	9.14454E+0	9.03960E+0	9.20124E+0	9.29897E+0	8.95789E+0	9.20792E+0	9.34164E+0	9.42086E+0	9.33236E+0	9.39571E+0	9.45509E+0	9.47634E+0	9.45878E+0	9.50940E+0	9.61120E+0	9.58995E+0	8.63005E+0	7.56953E+0	7.17332E+0	6.95054E+0	6.51175E+0	6.32287E+0	6.01162E+0	5.98938E+0	6.83524E+0	7.22264E+0	7.47939E+0	8.20436E+0	7.22429E+0	6.84746E+0	6.25490E+0	5.27616E+0	2.71236E+0	2.21148E+0	1.91513E+0	2.84961E+0	5.56904E-1	2.07321E+0	2.06278E+0	1.37847E+0	2.30757E+0	2.42881E+0	3.75038E+0	-3.36861E+0	6.44309E+0	2.42153E+0	3.81089E+0	2.12291E+0	-4.53223E+0	-1.62508E+0	6.54899E+0	4.33713E+0	2.37886E+0	3.55764E+0	6.65103E-1	2.16406E+0	-1.43938E+0	-6.68593E+0	6.05024E-2	2.23511E+0	6.92314E+0	3.99126E+0	4.99904E+0	-1.02140E+1	1.86194E+0	-1.02219E+0	1.02636E+0	1.73480E+0	-3.97601E+0
2.08059E+1	1.03066E+1	8.85814E+0	8.44590E+0	9.51557E+0	2.29977E+1	9.14338E+0	1.00585E+1	9.61678E+0	9.95653E+0	9.68203E+0	9.32853E+0	9.27404E+0	9.31481E+0	9.86917E+0	9.66500E+0	9.34611E+0	9.22640E+0	9.24914E+0	9.09818E+0	9.35599E+0	9.50072E+0	9.15993E+0	9.28070E+0	9.30385E+0	9.21444E+0	9.16812E+0	9.32390E+0	4.15215E+0	8.55934E+0	6.35532E+0	9.17367E+0	9.35001E+0	9.25810E+0	9.17953E+0	8.52736E+0	9.59815E+0	9.21168E+0	9.33574E+0	9.30112E+0	9.40010E+0	1.35189E+1	1.11088E+1	9.32172E+0	9.52952E+0	8.62207E+0	9.51096E+0	8.51925E+0	6.17502E+0	6.47913E+0	7.04271E+0	5.80402E+0	6.18303E+0	6.18324E+0	6.55141E+0	6.96277E+0	7.32022E+0	7.58157E+0	7.65688E+0	6.86352E+0	6.71770E+0	6.38728E+0	5.25558E+0	2.83006E+0	2.24913E+0	2.12399E+0	2.06992E+0	2.14299E+0	2.10602E+0	2.08694E+0	2.20520E+0	2.13226E+0	1.92243E+0	2.06165E+0	2.25906E+0	2.35582E+0	2.35293E+0	1.95646E+0	2.15207E+0	2.14529E+0	2.27606E+0	2.26379E+0	2.22494E+0	1.98200E+0	2.12199E+0	1.53142E+0	1.91373E+0	1.76382E+0	1.90349E+0	1.94721E+0	2.27681E+0	2.07870E+0	1.46740E+0	1.95519E+0	1.73949E+0	2.02306E+0	1.77628E+0	1.92320E+0	1.64794E+0	2.15808E+0
8.66098E+0	8.45018E+0	8.81853E+0	8.59994E+0	8.88872E+0	9.02914E+0	9.12341E+0	9.63420E+0	1.00184E+1	9.95738E+0	9.79358E+0	9.93400E+0	9.65664E+0	9.71994E+0	9.54254E+0	9.81966E+0	9.43476E+0	9.47971E+0	9.48663E+0	9.36408E+0	9.42181E+0	9.43518E+0	9.45849E+0	9.49666E+0	9.07532E+0	9.16565E+0	9.25878E+0	8.96409E+0	9.06341E+0	9.37707E+0	9.10151E+0	9.11957E+0	9.17369E+0	9.17521E+0	9.32657E+0	9.18343E+0	9.06050E+0	9.32231E+0	9.36207E+0	9.44817E+0	9.33446E+0	9.48260E+0	9.41897E+0	9.42665E+0	9.52164E+0	9.59365E+0	9.64205E+0	8.38676E+0	7.67982E+0	7.11247E+0	6.87648E+0	6.52724E+0	6.23793E+0	6.18720E+0	6.36290E+0	6.84565E+0	7.25795E+0	7.51142E+0	7.60649E+0	7.36183E+0	6.79192E+0	6.18898E+0	5.14770E+0	3.06221E+0	2.96448E+0	2.65449E+0	2.04969E+0	2.13231E+0	2.16098E+0	2.01439E+0	2.14920E+0	2.26647E+0	6.13942E+0	-1.48196E+1	4.81716E+0	2.07777E+0	2.13368E+0	2.20171E+0	5.64004E+0	1.85917E+0	2.12452E+0	2.03166E+0	-2.34027E+0	-7.66501E+0	1.97147E+0	3.22977E+0	2.56149E+0	6.14534E+0	-1.27785E-1	6.90041E+0	1.49605E+1	2.18355E+0	5.36878E+0	3.35512E+0	-2.21013E+1	4.02289E+0	-2.13561E+0	-1.58742E+1	1.79233E+0	1.59540E+0
2.10921E+1	1.86681E+1	8.41165E+0	8.37957E+0	9.56218E-1	8.25676E+0	6.98881E+0	5.70832E+0	1.61425E+1	1.74534E+1	9.76715E+0	1.50101E+1	9.15316E+0	2.23869E+1	1.59909E+1	9.40932E+0	9.43254E+0	9.54536E+0	9.53922E+0	9.24575E+0	9.45351E+0	9.50268E+0	9.52739E+0	9.45073E+0	9.45469E+0	9.28220E+0	9.29809E+0	9.29917E+0	9.39073E+0	9.23157E+0	9.11949E+0	9.29160E+0	9.24698E+0	9.35710E+0	9.29354E+0	9.25122E+0	9.29506E+0	9.30048E+0	2.85814E+0	8.86608E+0	6.86691E+0	9.35684E+0	9.62150E+0	9.61599E+0	9.67836E+0	9.74748E+0	7.55107E+0	1.07794E+1	7.73926E+0	7.25860E+0	6.92891E+0	6.55147E+0	6.34308E+0	6.66118E+0	9.27296E+0	7.00128E+0	7.44141E+0	7.64913E+0	9.30221E+0	7.58900E+0	7.08177E+0	1.01385E+1	1.81835E+0	4.73330E+0	-1.29369E+0	-2.49875E+0	2.13767E+0	2.17856E+0	5.77472E-2	-2.64542E+0	-1.84039E+0	1.21622E+0	-7.46734E+0	2.12189E+0	-1.19331E+1	3.36854E+0	2.01000E+0	3.84116E+0	-1.02676E+0	2.33072E+0	-5.16623E+0	2.26698E+0	4.23730E+0	-7.57800E+0	-9.16611E+0	2.09305E+0	1.78761E+0	1.50477E+0	1.11004E+0	2.76146E+0	-2.31345E-1	-2.36797E+0	2.04574E+0	1.75392E+0	2.06790E+0	2.11896E+0	1.86442E+0	1.61856E+0	1.81760E+0	2.03459E+0
8.81369E+0	9.00985E+0	8.74803E+0	8.52593E+0	8.86289E+0	9.18368E+0	9.36303E+0	9.52314E+0	9.90261E+0	1.00053E+1	9.50605E+0	9.98093E+0	9.88041E+0	9.69054E+0	9.74003E+0	9.55257E+0	9.43755E+0	9.54629E+0	9.50942E+0	9.26755E+0	9.30653E+0	9.27221E+0	9.15402E+0	9.40763E+0	9.14071E+0	9.28844E+0	9.11129E+0	9.06473E+0	9.31368E+0	9.17953E+0	9.09864E+0	9.16529E+0	9.35341E+0	9.33508E+0	9.21039E+0	9.22540E+0	9.34832E+0	9.31942E+0	9.35926E+0	9.44032E+0	9.35800E+0	9.54188E+0	9.52753E+0	9.65048E+0	9.61071E+0	9.55366E+0	9.65640E+0	8.54246E+0	7.59977E+0	7.14679E+0	6.81723E+0	6.46349E+0	6.30997E+0	6.46257E+0	6.67399E+0	6.93536E+0	7.28360E+0	7.52546E+0	7.54184E+0	7.34624E+0	6.91462E+0	6.27216E+0	5.02561E+0	2.80541E+0	2.13981E+0	2.12342E+0	2.08400E+0	2.19148E+0	1.97623E+0	1.96509E+0	2.13418E+0	2.19036E+0	2.17906E+0	2.11926E+0	2.21674E+0	2.11701E+0	1.93952E+0	2.26455E+0	2.11061E+0	2.10657E+0	2.10529E+0	2.19038E+0	2.19391E+0	2.12737E+0	2.10311E+0	2.28545E+0	1.88624E+0	2.18635E+0	2.05720E+0	1.63945E+0	2.40924E+0	2.02591E+0	1.80107E+0	2.06314E+0	2.05898E+0	1.72571E+0	1.84442E+0	2.07538E+0	1.91996E+0	2.37031E+0
